Title,Date,Price,Bedrooms,Link,ZipCode
!^INSANELY HUGE^!*RENOVATED 1 BED*AMAZING LOCATION!SUNNY!*EASTERN PKWY,2020-01-27 10:54,$1650,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-insanely-hugerenovated-1/7063925396.html,11213
"Spacious Sunny Rent Stabilized 1 Bed, Steps to 3,4,5 Utica Trains!",2020-01-27 08:29,$1595,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-sunny-rent-stabilized/7063835088.html,11213
Humongous 3Bed 1bath with Separate Living Room and Dinning Room!,2020-01-26 12:41,$2400,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-humongous-3bed-1bath-with/7063419954.html,11213
No Brokers Fee ! Spacious 2BR Apt with Extra Room -Dishwasher-Largeeee,2020-01-26 11:59,$2000,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-brokers-fee-spacious-2br/7063392513.html,11213
Amazing Size ! 2.5 Bedrooms Apt ~ No Brokers Fee ~ New Renovations,2020-01-26 11:49,$2000,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-size-25-bedrooms-apt/7063386618.html,11213
"GORGEOUS** 2Bd/1Bth Great Price, Great Location, Great Opportunity!",2020-01-26 00:44,$1995,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeous-2bd-1bth-great-price/7063232343.html,11213
"Brand New 1Bd,1Bath For Great Price🍂🍂🍂🍂",2020-01-26 00:21,$1950,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-brand-new-1bd1bath-for-great/7063228073.html,11213
Newly renovated 1 bedroom,2020-01-25 19:47,$1925,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-newly-renovated-1-bedroom/7063143277.html,11213
"Spacious Sunny Rent Stabilized 1 Bed, Steps to 3,4,5 Utica Trains!",2020-01-25 18:42,$1595,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-sunny-rent-stabilized/7063111708.html,11213
***Sunny Bed-Stuy Apartment****,2020-01-25 17:34,$2199,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-sunny-bed-stuy-apartment/7063073464.html,11213
SUPER Spacious 4 Bed with Modern Kitchen Utilities Included,2020-01-25 17:30,$2999,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-super-spacious-4-bed-with/7063070866.html,11213
"Spacious Sunny Rent Stabilized 1 Bed, Steps to 3,4,5 Utica Trains!",2020-01-25 09:59,$1595,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-sunny-rent-stabilized/7062732657.html,11213
Massive 2 bedroom Unit - Must See,2020-01-25 05:03,$2450,2br - 1600ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-massive-2-bedroom-unit-must-see/7062653485.html,11213
Spacious 4 bedroom in Crown Heights - Huge Bedrooms - No Fee!,2020-01-24 20:35,$2999,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-4-bedroom-in-crown/7062544674.html,11213
MODERN APARTMENT IN A NEW DEVELOPMENT WITH CONDO FINISHES ALL AMEN,2020-01-24 17:45,$2740,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-modern-apartment-in-new/7062451793.html,11213
EXTRA LARGE 3 Bedroom w/ Separate Dining Room in Crown Heights,2020-01-24 17:34,$2400,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-extra-large-3-bedroom-separate/7062444944.html,11213
"Spacious Sunny Rent Stabilized 1 Bed, Steps to 3,4,5 Utica Trains!",2020-01-24 15:36,$1605,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-sunny-rent-stabilized/7062359998.html,11213
Lovely sun-filled spacious 3 bed/1 bath apt across from Brower Park!,2020-01-24 13:57,$2800,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-lovely-sun-filled-spacious-3/7062280115.html,11213
Brownstone 1 BR 1 Bath in Crown Heights,2020-01-24 13:56,$1750,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-brownstone-1-br-1-bath-in/7062278867.html,11213
Charm And Character! This Two Bed Is Sure To Be Your New Home!!!,2020-02-08 10:30,$2495,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-charm-and-character-this-two/7071372735.html,11216
Spacious 2bed on tree lined block near Pratt and G train!!!,2020-02-08 10:28,$2400,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-2bed-on-tree-lined/7071441634.html,11216
Sunny 1.5 BR on tree-lined block!,2020-02-08 10:22,$2100,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-sunny-15-br-on-tree-lined-block/7071437768.html,11216
Amazing_Charming_Two Bedford_ALL Utilities included_Near Express Train,2020-02-08 09:57,$2399,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-amazingcharmingtwo-bedfordall/7071421893.html,11216
2 Bedroom w/Balcony in Rent stabilized amenity filled building,2020-02-08 09:35,$3019,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-2-bedroom-balcony-in-rent/7071409402.html,11216
Near PRATT 2BR in great area on a tree-lined brownstone block,2020-02-08 09:17,$2395,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-near-pratt-2br-in-great-area/7071400343.html,11216
Beautiful 2BR in Crown Heights Close Franklin Ave & 2/3/4/A/C Trains!!,2020-02-08 08:50,$2495,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-2br-in-crown-heights/7071387768.html,11216
"Beautiful Newly Renovated, Spacious Sunny Floor Thru Apartment",2020-02-08 08:12,$2250,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-newly-renovated/7071374290.html,11216
Spacious 4 BR 2 Baths in Great Location,2020-02-08 00:28,$3899,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-4-br-2-baths-in-great/7071310139.html,11216
Huge 3 Bedroom Duplex* 2.5 Baths * Private Back Yard*Basement *Hurry.,2020-02-07 22:27,$2700,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-3-bedroom-duplex-25-baths/7071278174.html,11216
Seriously the best priced true 2 bed in Clinton Hill,2020-02-07 19:16,$2395,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-seriously-the-best-priced-true/7071194492.html,11216
"Washer dryer in unit, elevator, balcony?? YASS - March/April 2020",2020-02-07 18:50,$3999,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-washer-dryer-in-unit-elevator/7071180407.html,11216
Washer & Dryer In-unit ✔ Real photos✔ Elevator & roof✔,2020-02-07 18:47,$2549,,https://newyork.craigslist.org/brk/apa/d/brooklyn-washer-dryer-in-unit-real/7071178236.html,11216
Two perfect sized rooms on Gates & Bedford Ave,2020-02-07 18:36,$2395,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-two-perfect-sized-rooms-on/7071171951.html,11216
"Gorgeous 3br Brownstone, Partially Furnished | Original Details! A/C🌈",2020-02-07 18:30,$3200,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeous-3br-brownstone/7071168293.html,11216
"Duplex Studio for Mar.1st $2,350",2020-02-07 18:20,$2350,1br - 1ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-duplex-studio-for-mar1st-2350/7071162309.html,11216
Factory Artists' Loft 15mins2wall St*huge south windows*roof,2020-02-07 17:43,$2100,,https://newyork.craigslist.org/brk/apa/d/brooklyn-factory-artists-loft/7071138028.html,11216
VAST 1250sf 2BR upstairs from the A train*20mins2Manh,2020-02-07 17:35,$2750,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-vast-1250sf-2br-upstairs-from/7071132778.html,11216
JEWELBOX miniloft - super convenient location,2020-02-07 17:34,$1750,475ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-jewelbox-miniloft-super/7071131550.html,11216
Beatifull block! Nice 4 br 2 ba apartment exposed brick walls,2020-02-07 17:07,$3999,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-beatifull-block-nice-4-br-2-ba/7071112724.html,11216
"Luxury 2BR Duplex•Pvt. BALCONY & TERRACE•D.Washer•Laundry• A,C,J",2020-02-07 17:05,$2745,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-luxury-2br-duplexpvt-balcony/7071111556.html,11216
Brand-new Luxury 1 bedroom apartment. Elevator/Lounge/Gym/Laundry,2020-02-07 16:48,$2425,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-brand-new-luxury-1-bedroom/7071098919.html,11216
3br LAUNDRY IN-UNIT - A/C train _ CROWN HEIGHTS / BED-STUY / BEDSTUY,2020-02-07 16:19,$3000,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-3br-laundry-in-unit-c-train/7071077400.html,11216
Beautiful Top Floor 2 bedroom in Crown Heights! Nostrand Ave! 3/A/C,2020-02-07 15:53,$2495,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-top-floor-2-bedroom/7071057003.html,11216
"1 bedroom flex 2, Renovated, No FEE, by grand army plaza, Prospect",2020-02-07 15:44,$2699,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-1-bedroom-flex-2-renovated-no/7071050975.html,11216
"Free rent 4 mnth-long term option*duplex,double entry*south facing 12",2020-02-07 15:15,$2650,2br - 900ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-free-rent-4-mnth-long-term/7071027258.html,11216
Captivating Newly Renovated 2 Bedroom in Bed Stuy,2020-02-07 14:50,$2290,2br - 1005ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-captivating-newly-renovated-2/7071006831.html,11216
"Bedstuy💓NO FEE GORGEOUS 1BR APT,LAUNDRY,SS.APPLIANCES,OFF THE A TRAIN",2020-02-07 14:20,$2150,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-bedstuyno-fee-gorgeous-1br/7070981003.html,11216
Gorgeous 2 Bedroom Apartment in Bed-Stuy! No Fee! Clean & Renovated!,2020-02-07 12:41,$2449,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeous-2-bedroom-apartment/7070890447.html,11216
Beautiful Apartment for rent w/ laundry! No Fee! Clean & Renovated!,2020-02-07 12:41,$2250,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-apartment-for-rent/7070889783.html,11216
"EXPOSED BRICK 2 BED, HUGE DEAL IN CLINTON HILL !! DON'T WAIT",2020-02-07 11:46,$2399,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-exposed-brick-2-bed-huge-deal/7070842091.html,11216
"Sizzling ( 2 Bed + 2 Bath ) Private Yard, Stainless Kitchen, Pets Ok",2020-02-07 10:04,$2399,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-sizzling-2-bed-2-bath-private/7070763637.html,11216
"Plush, NO FEE !! Exposed Brick, 3 Beds, Washer/Dryer, 2, 3, 4 Trains",2020-02-07 10:02,$3100,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-plush-no-fee-exposed-brick-3/7070762294.html,11216
Location!!! Prewar 1bed GEM! Do not miss out!,2020-02-07 07:00,$1970,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-location-prewar-1bed-gem-do/7070687107.html,11216
Spacious Penthouse Unit - Available Immediately,2020-02-07 05:32,$9800,4br - 3300ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-penthouse-unit/7070674657.html,11216
Spacious Bed Stuy Apartment! **NO FEE**,2020-02-06 19:23,$3890,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-bed-stuy-apartment-no/7070527694.html,11216
"Free rent 4 mnth-long term option*duplex,double entry*south facing 12",2020-02-06 19:00,$2650,2br - 900ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-free-rent-4-mnth-long-term/7070514986.html,11216
Stunning 3 bed 2 bath in Bedstuy right near A/C,2020-02-06 17:28,$3360,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-stunning-3-bed-2-bath-in/7070460899.html,11216
Real TWO bed on tree lined brownstone street,2020-02-06 17:07,$2450,,https://newyork.craigslist.org/brk/apa/d/brooklyn-real-two-bed-on-tree-lined/7070447031.html,11216
* GORGEOUS 2 BEDROOM APARTMENT * GREAT SUNLIGHT * PRIME LOCATION *,2020-02-06 16:28,$2300,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeous-2-bedroom-apartment/7070419149.html,11216
* BED STUY * TOP FLOOR 1.5BR PENTHOUSE DPLX * DECK & BALCONY A C TRAIN,2020-02-06 16:02,$2745,2br - 900ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-stuy-top-floor-15br/7070400896.html,11216
3/1 RARE 2bed flex loft in Clinton Hill - 1 block to Bedford Nostrand,2020-02-06 15:56,$2600,2br - 800ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-3-1-rare-2bed-flex-loft-in/7070396328.html,11216
Apartment for Rent in Crown Heights,2020-02-06 15:45,$2525,2br - 1100ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-apartment-for-rent-in-crown/7070388630.html,11216
"Free rent 4 mnth-long term option*duplex,double entry*south facing 12",2020-02-06 15:15,$2650,2br - 900ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-free-rent-4-mnth-long-term/7070365248.html,11216
SWEET & SUNNY newly renovated 1 bedroom in CLINTON HILL prewar!,2020-02-06 14:01,$2299,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-sweet-sunny-newly-renovated-1/7070306462.html,11216
"Incomparable (2 Bed + 2 Bath) Private Yard, Stainless Kitchen, Pets Ok",2020-02-06 13:34,$2399,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-incomparable-2-bed-2-bath/7070284886.html,11216
NO FEE ! SPACIOUS 2 BD in CROWN HEIGHTS!!,2020-02-06 13:26,$2700,1br - 1000ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-spacious-2-bd-in-crown/7070278566.html,11216
"3 bed duplex, 2.5 bath, G train, private backyard, no fee, March 1st",2020-02-06 11:44,$850,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-3-bed-duplex-25-bath-train/7070193411.html,11216
DUPLEX & PRIVATE BACKYARD!!,2020-02-06 11:19,$2700,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-duplex-private-backyard/7070172553.html,11216
"Free rent 4 mnth-long term option*duplex,double entry*south facing 12",2020-02-06 11:02,$2650,2br - 900ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-free-rent-4-mnth-long-term/7070159607.html,11216
Insane deal on a King sized 1 bed in prime Bed-Stuy!,2020-02-06 10:59,$2299,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-insane-deal-on-king-sized-1/7070157029.html,11216
No Fee 3 Bed / 2 Bath with HUGE private terrace,2020-02-06 10:59,$4500,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-3-bed-2-bath-with-huge/7070157002.html,11216
"large 2 bedrooms - DUPLEX - TRAINS -A,C",2020-02-06 09:05,$2999,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-2-bedrooms-duplex-trains/7070083444.html,11216
2 BED1.5 BATH! BED STUY AMENITY BUILDING W/ PIVATE TERRACE!,2020-02-06 06:53,$2600,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-2-bed15-bath-bed-stuy-amenity/7070044731.html,11216
✨Stunning 2.5 bedroom with laundry in the unit⚡️⚡️,2020-02-06 02:08,$2750,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-stunning-25-bedroom-with/7070016109.html,11216
"Incomparable (2 Bed + 2 Bath) Private Yard, Stainless Kitchen, Pets Ok",2020-02-05 23:38,$2399,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-incomparable-2-bed-2-bath/7069987109.html,11216
Stunning 4 bedroom in Crown Heights - NO Fee!,2020-02-05 22:34,$3995,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-stunning-4-bedroom-in-crown/7069968550.html,11216
34 yr old Teacher/Designer seeks Studio/1 Bedrm,2020-02-05 21:38,$1400,,https://newyork.craigslist.org/brk/apa/d/brooklyn-34-yr-old-teacher-designer/7069948975.html,11216
"Spacious 4 bedroom 2 full bathroom, Dishwasher, close to prospect park",2020-02-05 21:10,$3999,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-4-bedroom-2-full/7069938126.html,11216
"CROWN HEIGHTS🔥NO FEE BRAND NEW 2BR TERRACE APT,CHEF'S KITCHEN,A/C TRA",2020-02-05 20:15,$2887,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-crown-heightsno-fee-brand-new/7069914056.html,11216
"Sparkling ( 2 Bed + 2 Bath ) Private Yard, Stainless Kitchen, Pets Ok",2020-02-05 19:24,$2399,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-sparkling-2-bed-2-bath-private/7069888573.html,11216
Renovated 3br/2Bath in luxury building - elevator - laundry - gym - ga,2020-02-05 18:35,$4500,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-renovated-3br-2bath-in-luxury/7069862218.html,11216
MUST SEE ____ AMAZING 4BR / 2BATH DUPLEX FOR RENT,2020-02-05 18:31,$4000,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-must-see-amazing-4br-2bath/7069860191.html,11216
Renovated 3br/2Bath in luxury building - elevator - laundry - gym - ga,2020-02-05 18:10,$4500,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-renovated-3br-2bath-in-luxury/7069847820.html,11216
Great area !Recently renovated 1BR apartment,2020-02-05 17:50,$2099,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-area-recently-renovated/7069834905.html,11216
Great size 4 br 2 ba apartment exposed brick walls,2020-02-05 17:43,$3999,4br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-size-4-br-2-ba-apartment/7069830060.html,11216
***HOT DEAL***SUPER LOCATION***GREAT PRICE***NO FEES***,2020-02-05 16:56,$2495,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-hot-dealsuper-locationgreat/7069797862.html,11216
***CLOSE TO THE PRATT INSTITUTE***PRIVATE BACKYARD***NO FEES***,2020-02-05 16:37,$2995,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-close-to-the-pratt/7069784660.html,11216
Must See* Beautiful Apt* Great Location* Private Backyard*,2020-02-05 16:06,$2650,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-must-see-beautiful-apt-great/7069763442.html,11216
Beautiful Apartment for rent w/ laundry! No Fee! Clean & Renovated!,2020-02-05 15:56,$2250,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-apartment-for-rent/7069755977.html,11216
Amenity Filled 2 Bed 2 Bath!! March 1 No Fee!!,2020-02-05 15:52,$4000,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-amenity-filled-2-bed-2-bath/7069752803.html,11216
NO FEE! Fully renovated 1 bed/1 bath,2020-02-05 15:41,$2300,,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-fully-renovated-1-bed-1/7069744829.html,11216
Nice 2 Bedroom Apartment in Bed-Stuy! No Fee! Great Deal!,2020-02-05 15:33,$2280,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-nice-2-bedroom-apartment-in/7069739036.html,11216
Gorgeous 2 Bedroom Apartment in Bed-Stuy! No Fee! Clean & Renovated!,2020-02-05 15:31,$2449,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeous-2-bedroom-apartment/7069737506.html,11216
***____!!__HUGE__!!____Two__Bedroom__&__Two__Bathroom__Apartment____**,2020-02-05 15:12,$2700,2br - 900ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn/7069722330.html,11216
Prewar 1bed GEM! Do not miss out! Location!!!,2020-02-05 14:55,$1970,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-prewar-1bed-gem-do-not-miss/7069709790.html,11216
"Free rent 4 mnth-long term option*duplex,double entry*south facing 12",2020-02-05 14:15,$2650,2br - 900ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-free-rent-4-mnth-long-term/7069677315.html,11216
* Bed stuy * 1.5Br Dplx Top Floor Penthouse * Balcony & Private Deck,2020-02-05 13:37,$2745,2br - 850ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-stuy-15br-dplx-top-floor/7069646474.html,11216
"Plush, NO FEE !! Exposed Brick, 3 Beds, Washer/Dryer, 2, 3, 4 Trains",2020-02-05 13:31,$3100,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-plush-no-fee-exposed-brick-3/7069641087.html,11216
Beautiful 1BR in Great Area w/ BACKYARD & Utilities Included - NO FEE,2020-02-05 13:07,$1950,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-1br-in-great-area/7069621834.html,11216
Awesome 1bed 1bath! Fantastic location!,2020-02-05 12:54,$2299,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-awesome-1bed-1bath-fantastic/7069610701.html,11216
NO FEE Spacious Duplex In Modern Building In BED-STUY,2020-02-05 11:36,$3146,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-spacious-duplex-in/7069544867.html,11216
No Fee 3 Bed / 2 Bath with HUGE private terrace,2020-02-05 11:35,$4500,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-3-bed-2-bath-with-huge/7069543347.html,11216
Crown Heights // 6 Month Sublet,2020-02-05 11:28,$1027,,https://newyork.craigslist.org/brk/apa/d/brooklyn-crown-heights-6-month-sublet/7069537943.html,11216
"Free rent 4 mnth-long term option*duplex,double entry*south facing 12",2020-02-05 11:06,$2650,2br - 900ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-free-rent-4-mnth-long-term/7069520829.html,11216
Newly Renovated Gorgeous 2 bedroom apartment in Prime Crown Heights!,2020-02-05 10:18,$2495,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-newly-renovated-gorgeous-2/7069485399.html,11216
Spacious 3br with in unit laundry and common area,2020-02-05 08:57,$2850,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-3br-with-in-unit/7069436274.html,11216
NO FEE **PH**SUN-FILLED ONE-BEDROOM DUPLUX,2020-02-05 01:55,$2500,1br - 750ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-phsun-filled-one/7069367753.html,11216
Beautiful 2BR in Crown Heights Close Franklin Ave & 2/3/4/A/C Trains!!,2020-02-04 21:07,$2495,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-2br-in-crown-heights/7069293666.html,11216
Stunning New Luxury Building! No Fee!,2020-02-04 19:09,$4200,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-stunning-new-luxury-building/7069235096.html,11216
"Bedstuy💓NO FEE GORGEOUS 1BR APT,LAUNDRY,SS.APPLIANCES,OFF THE A TRAIN",2020-02-04 18:31,$2150,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-bedstuyno-fee-gorgeous-1br/7069213524.html,11216
Stunning 2 Bed in Brownstone. Steps to Franklin Ave!,2020-02-04 16:58,$2495,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-stunning-2-bed-in-brownstone/7069153356.html,11216
Basement Art Studio/Work Space - not for living!,2020-02-04 16:40,$1050,800ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-basement-art-studio-work-space/7069140818.html,11216
Private Deck penthouse 2 bedroom Washer/Dryer in Unit,2020-02-04 16:29,$3248,2br - 800ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-private-deck-penthouse-2/7069132626.html,11216
"Fantastic BED-STUY Location, 3BR, 2BT In Modern Amenities Building",2020-02-04 15:54,$4500,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-fantastic-bed-stuy-location/7069106790.html,11216
***HOT DEAL***SUPER LOCATION***GREAT PRICE***NO FEES***,2020-02-04 15:27,$2499,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-hot-dealsuper-locationgreat/7069086799.html,11216
"True Clinton Hill 1 Bed, SHOWING TONIGHT. Gorgeous Reno, Dishwasher !",2020-02-04 15:27,$2299,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-true-clinton-hill-1-bed/7069086520.html,11216
"Spacious, renovated 1 Bedroom 1 Bath in Great Location",2020-02-04 15:05,$1850,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-renovated-1-bedroom-1/7069069897.html,11216
"Cheap, bright, huge apt, 5min walk to Franklin C / Classon G",2020-02-04 15:02,$2300,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-cheap-bright-huge-apt-5min/7069067196.html,11216
"GREAT SIZE STUDIO APT+OFFICE SPACE OFF THE A,C TRAINS~WONT LAST!",2020-02-04 14:50,$2099,,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-size-studio-aptoffice/7069057961.html,11216
Elevator Bldg - 1bed - gym/laundry/roofdeck/yoga etc.,2020-02-04 14:37,$2435,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-elevator-bldg-1bed-gym-laundry/7069047125.html,11216
Beautiful 1 BR right next to Nostrand A/C,2020-02-04 14:03,$2150,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-1-br-right-next-to/7069019704.html,11216
PRIME CROWN HEIGHTS BROWNSTONE CHARMER,2020-02-04 13:21,$1790,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-prime-crown-heights-brownstone/7068983585.html,11216
LOFT/ARTISTS/LOFT!AWESOME BEDSTUY/1BLK TO G/ GYM/ROOF/THEATER/ NO FEE-,2020-02-04 12:05,$2650,2br - 900ft2 - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-loft-artists-loftawesome/7068549690.html,11216
HUGE 1-2 bedroom apartment in Bed-Stuy w/ washer & dryer,2020-02-04 11:32,$2650,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-1-2-bedroom-apartment-in/7068892372.html,11216
No Fee 3 Bed / 2 Bath with HUGE private terrace,2020-02-04 10:46,$4500,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-3-bed-2-bath-with-huge/7068857293.html,11216
"1Bed Franklin Ave, Heart of Crown Heights!",2020-02-04 10:10,$2100,1br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-1bed-franklin-ave-heart-of/7068831927.html,11216
AMAZING BED-STUY 2 BED W/ PRIVATE TERRACE! 1 MONTH FREE!,2020-02-04 09:13,$2650,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-bed-stuy-2-bed-private/7068795628.html,11216
"NO FEE !!! Exposed Brick, 3 Beds, W/ Washer/Dryer, 2, 3, 4 Trains",2020-02-04 07:32,$3100,3br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-exposed-brick-3-beds/7068758979.html,11216
Laundry in-unit & DW✔ Sun✔ Elevator & roof✔& no fee Srsly??,2020-02-04 01:41,$2550,,https://newyork.craigslist.org/brk/apa/d/brooklyn-laundry-in-unit-dw-sun/7068717572.html,11216
BALCONY – washer dryer — MARCH 1 – no fee ,2020-02-04 01:37,$3999,2br - ,https://newyork.craigslist.org/brk/apa/d/brooklyn-balcony-washer-dryer-march-1/7068716898.html,11216
